index,Id,Name,ENI,MMSI,capacityTon,capacityM3,lengthCm,widthCm,maxDraughtCm,minDraughtCm,tonnageCertificates,flag,avgFuelConsumptionLtrKm,categoryTon,categoryM3,categoryM2
100,105,Otter,4033230,244660291.0,2000.0,2000.0,9400.0,900.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2000.0,2000.0,9556800
101,106,River,2331458,244660622.0,3500.0,4500.0,12500.0,1145.0,,,,,,3500.0,4500.0,15087600
102,107,Diff,2334792,244770013.0,1690.0,1900.0,8600.0,960.0,322.0,141.0,"{""190"":""677"",""290"":""1441"",""170"":""528"",""390"":"""",""270"":""1286"",""150"":""381"",""370"":"""",""250"":""1132"",""130"":"""",""350"":"""",""230"":"""",""110"":"""",""330"":"""",""210"":""827"",""310"":""1597"",""90"":"""",""180"":""602"",""280"":""1364"",""160"":""454"",""380"":"""",""260"":""1209"",""140"":""309"",""360"":"""",""240"":""1056"",""120"":"""",""340"":"""",""220"":""903"",""100"":"""",""320"":""1676"",""200"":""752"",""300"":""1519"",""400"":"""",""80"":""""}",NL,4.11,2000.0,2000.0,9556800
103,108,Cayman,2326700,205524290.0,4000.0,4500.0,10900.0,1140.0,,,,NL,,4000.0,4500.0,13704900
104,109,Nicole Burmester,4811460,211632510.0,2000.0,2000.0,8500.0,960.0,,,,,,2000.0,2000.0,8174100
105,110,David,6003765,279202639.0,2468.0,2432.0,11000.0,1050.0,320.0,83.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2500.0,2500.0,12322200
106,111,Chantal,4811580,211645330.0,3500.0,4000.0,10900.0,1145.0,,,,,,3500.0,4000.0,13704900
107,112,Edgar Jaegers,4304760,211500420.0,3500.0,4000.0,10800.0,1055.0,,,,,,3500.0,4000.0,12322200
108,113,Viktoria Jaegers,4502540,211490610.0,3000.0,3500.0,10800.0,1140.0,,,,,,3000.0,3500.0,12322200
109,114,Argo,2211189,244660186.0,1725.0,1863.0,8130.0,1024.0,320.0,91.0,,NL,,2000.0,2000.0,9556800
110,115,Manus,2332487,244010644.0,2500.0,3500.0,11000.0,1104.0,,,,,,2500.0,3500.0,12322200
111,116,Mariska,2332789,244700185.0,3250.0,3780.0,11000.0,1145.0,376.0,98.0,"{""190"":""1036"",""290"":""2214"",""170"":""805"",""270"":""1976"",""150"":""576"",""370"":""3177"",""250"":""1739"",""130"":""351"",""350"":""2935"",""110"":""131"",""330"":""2693"",""210"":""1269"",""310"":""2453"",""180"":""920"",""280"":""2095"",""160"":""690"",""260"":""1857"",""140"":""463"",""360"":""3056"",""240"":""1621"",""120"":""240"",""340"":""2814"",""220"":""1386"",""100"":""22"",""320"":""2573"",""200"":""1152"",""300"":""2333"",""229"":""1503""}",NL,,3500.0,4000.0,13704900
112,117,Saba,2334704,244750303.0,2000.0,2000.0,8600.0,960.0,,,,,,2000.0,2000.0,9556800
113,118,Inka,5500100,211474960.0,10000.0,1000.0,6500.0,826.0,,,,,,10000.0,1000.0,5408700
114,119,Eiltank 72,2328704,244690353.0,3200.0,3781.0,11000.0,1145.0,376.0,150.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
115,120,La Pareja,2333389,244690787.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
116,121,Blikplaat,2332821,244770183.0,1734.0,1837.0,8596.0,948.0,331.0,137.0,"{""190"":""645"",""290"":""1412"",""170"":""496"",""390"":"""",""270"":""1256"",""150"":""350"",""370"":"""",""250"":""1101"",""130"":"""",""350"":"""",""230"":"""",""110"":"""",""330"":""1725"",""210"":""795"",""310"":""1568"",""90"":"""",""180"":""570"",""280"":""1334"",""160"":""423"",""380"":"""",""260"":""1178"",""140"":""277"",""360"":"""",""240"":""1024"",""120"":"""",""340"":""1733"",""220"":""871"",""100"":"""",""320"":""1647"",""200"":""720"",""300"":""1490"",""400"":"""",""80"":""""}",NL,4.11,2000.0,2000.0,8174100
117,122,Aswintha,2332474,244650699.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
118,123,Bergse Diep,2334365,244740404.0,3508.0,4000.0,11000.0,1350.0,365.0,160.0,"{""190"":""1112"",""290"":""2464"",""170"":""848"",""390"":"""",""270"":""2189"",""150"":""588"",""370"":""3508"",""250"":""1917"",""130"":"""",""350"":""3298"",""230"":"""",""110"":"""",""330"":""3018"",""210"":""1378"",""310"":""2740"",""90"":"""",""180"":""979"",""280"":""2326"",""160"":""717"",""380"":"""",""260"":""2053"",""140"":""460"",""360"":""3438"",""240"":""1781"",""120"":"""",""340"":""3158"",""220"":""1512"",""100"":"""",""320"":""2879"",""200"":""1244"",""300"":""2602"",""400"":"""",""80"":""""}",NL,7.08,4000.0,4500.0,15087600
119,124,Linda B,4011940,211342980.0,1500.0,2000.0,8000.0,819.0,,,,,,1500.0,2000.0,6791400
120,125,Zinnia,6002454,205333890.0,1500.0,2000.0,8000.0,900.0,,,,,,1500.0,2000.0,8174100
121,126,Experience,2326210,244620934.0,5000.0,5500.0,13500.0,1145.0,,,,,,5000.0,5500.0,16470300
122,127,Josefin,4808980,211522820.0,1500.0,2000.0,8600.0,900.0,,,,,,1500.0,2000.0,8174100
123,128,Admiral,2331666,244660637.0,3500.0,4000.0,11000.0,1145.0,,,,NL,,3500.0,4000.0,13704900
124,129,Eline,2335698,244810462.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
125,130,Linde,2325400,244660279.0,4000.0,4500.0,10900.0,1140.0,,,,NL,,4000.0,4500.0,13704900
126,131,Eiltank 45,4031880,211496390.0,4000.0,4500.0,10900.0,1139.0,,,,,,4000.0,4500.0,13704900
127,132,Christina,2329496,211474300.0,1500.0,2000.0,8500.0,950.0,,,,NL,,1500.0,2000.0,8174100
128,133,Dongestroom,2318318,244630024.0,2000.0,3000.0,9000.0,1140.0,,,,,,2000.0,3000.0,10939500
129,134,Megan,2326940,244660565.0,3500.0,4000.0,10400.0,1145.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,12322200
130,135,Eiltank 44,4804180,211159340.0,3500.0,4500.0,12500.0,1140.0,,,,,,3500.0,4500.0,15087600
131,136,Spessart,4802630,211520360.0,2500.0,3500.0,11000.0,1100.0,,,,,,2500.0,3500.0,12322200
132,137,Fidelity,2334507,244740942.0,2500.0,2900.0,11000.0,1140.0,309.0,95.0,"{""190"":""1124"",""290"":""2278"",""170"":""898"",""390"":"""",""270"":""2045"",""150"":""674"",""370"":"""",""250"":""1813"",""130"":"""",""350"":"""",""230"":""1550"",""110"":"""",""330"":"""",""210"":""1352"",""310"":""2500"",""90"":"""",""180"":""1011"",""280"":""2161"",""160"":""786"",""380"":"""",""260"":""1929"",""140"":""562"",""360"":"""",""240"":""1697"",""120"":"""",""340"":"""",""220"":""1467"",""100"":"""",""320"":"""",""200"":""1238"",""300"":""2395"",""400"":"""",""80"":""""}",NL,6.23,3000.0,3000.0,13704900
133,138,Arena,2333091,244670779.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
134,139,Eede,2326283,244670291.0,1746.0,2060.0,8586.0,1062.0,321.0,155.0,"{""190"":""655"",""290"":""1490"",""170"":""493"",""390"":"""",""270"":""1320"",""150"":"""",""370"":"""",""250"":""1152"",""130"":"""",""350"":"""",""230"":"""",""110"":"""",""330"":"""",""210"":""819"",""310"":""1660"",""90"":"""",""180"":""574"",""280"":""1405"",""160"":""421"",""380"":"""",""260"":""1236"",""140"":"""",""360"":"""",""240"":""1068"",""120"":"""",""340"":"""",""220"":""902"",""100"":"""",""320"":""1745"",""200"":""737"",""300"":""1575"",""400"":"""",""80"":""""}",NL,4.11,2000.0,2500.0,9556800
135,140,Cascade,4806240,211163700.0,3000.0,3500.0,10000.0,1150.0,,,,,,3000.0,3500.0,12322200
136,141,Eiltank 18,4011810,211494220.0,3500.0,4000.0,10900.0,1052.0,,,,,,3500.0,4000.0,12322200
137,142,Eiltank 20,4503500,211487330.0,2500.0,4000.0,10400.0,1050.0,,,,,,2500.0,4000.0,10939500
138,143,Eternity,2333568,244710484.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
139,144,Sempachersee,2331941,269056211.0,2000.0,2000.0,8600.0,960.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2000.0,2000.0,9556800
140,145,Trivor,2329173,244010774.0,3091.0,3779.0,11000.0,1145.0,364.0,132.0,"{""190"":""1018"",""180"":""903"",""290"":""2199"",""170"":""787"",""280"":""2079"",""160"":""673"",""270"":""1960"",""150"":""559"",""260"":""1841"",""140"":""445"",""250"":""1722"",""360"":""3043"",""130"":""333"",""240"":""1604"",""350"":""2922"",""340"":""2801"",""220"":""1368"",""330"":""2680"",""210"":""1251"",""320"":""2559"",""200"":""1134"",""310"":""2439"",""300"":""2319"",""229"":""1486""}",NL,,3500.0,4000.0,13704900
141,146,Stad Stavoren,2325270,244670724.0,1000.0,1500.0,6500.0,900.0,,,,,,1000.0,1500.0,6791400
142,147,Marion,2317837,244660063.0,2500.0,2500.0,10500.0,1101.0,,,,,,2500.0,2500.0,12322200
143,148,Eiltank 49,2325777,211484440.0,4000.0,4500.0,10900.0,1140.0,,,,,,4000.0,4500.0,13704900
144,149,Freyja,4810780,211594440.0,1500.0,2000.0,8400.0,950.0,,,,,,1500.0,2000.0,8174100
145,150,GANDA,2334466,211736470.0,1500.0,2000.0,8500.0,950.0,,,,,,1500.0,2000.0,8174100
146,151,Bliek,4811980,211676980.0,2000.0,2000.0,8400.0,960.0,,,,,,2000.0,2000.0,8174100
147,152,Macan,2326056,205529290.0,3156.0,4035.0,11000.0,1140.0,379.0,106.0,,NL,,3500.0,4500.0,13704900
148,154,Tricolore,2326973,244660745.0,3500.0,4500.0,12500.0,1145.0,,,,,,3500.0,4500.0,15087600
149,155,Santiago,2334368,205513890.0,2000.0,2000.0,8500.0,960.0,,,,,,2000.0,2000.0,8174100
150,156,Calimero,4812150,211697170.0,2000.0,2000.0,8500.0,1000.0,,,,,,2000.0,2000.0,9556800
151,157,Tromso,6002378,226010470.0,2446.0,3559.0,10494.0,1049.0,320.0,150.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2500.0,4000.0,12322200
152,158,Eiltank 28,4806850,211445250.0,1663.0,1875.0,10000.0,1100.0,310.0,96.0,"{""190"":""709"",""180"":""631"",""290"":""1503"",""170"":""553"",""280"":""1423"",""160"":""476"",""270"":""1343"",""150"":""399"",""260"":""1263"",""140"":""323"",""250"":""1184"",""130"":""248"",""240"":""1104"",""120"":""172"",""110"":""98"",""220"":""946"",""100"":""23"",""210"":""867"",""200"":""788"",""310"":""1663"",""300"":""1583"",""229"":""1025""}",NL,,2000.0,2000.0,12322200
153,159,Matrix,2332571,244650664.0,5000.0,5500.0,13500.0,1145.0,,,,,,5000.0,5500.0,16470300
154,160,Euphory,2334508,244740941.0,2581.0,3026.0,11000.0,1145.0,315.0,155.0,"{""190"":""1129"",""290"":""2287"",""170"":""902"",""390"":"""",""270"":""2053"",""150"":""676"",""370"":"""",""250"":""1820"",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":""1358"",""310"":""2522"",""90"":"""",""180"":""1015"",""280"":""2170"",""160"":""789"",""380"":"""",""260"":""1937"",""140"":"""",""360"":"""",""240"":""1704"",""120"":"""",""340"":"""",""220"":""1473"",""100"":"""",""320"":"""",""200"":""1243"",""300"":""2405"",""400"":"""",""80"":"""",""229"":""1588""}",NL,,3000.0,3500.0,13704900
155,161,Giessenstroom,2323578,244010675.0,4000.0,4500.0,10900.0,1140.0,,,,,,4000.0,4500.0,13704900
156,162,Zennestroom,2318119,244630007.0,3000.0,3500.0,11000.0,1144.0,,,,,,3000.0,3500.0,13704900
157,163,Equity,2327550,244670152.0,3180.0,3758.0,11000.0,1145.0,377.0,105.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
158,164,Poseidon,6003745,205351390.0,2511.0,3351.0,10970.0,1145.0,322.0,170.0,"{""190"":""971"",""290"":""2132"",""170"":""744"",""390"":"""",""270"":""1897"",""150"":""519"",""370"":"""",""250"":""1663"",""130"":""299"",""350"":"""",""230"":"""",""110"":""85"",""330"":"""",""210"":""1200"",""310"":""2369"",""90"":"""",""180"":""857"",""280"":""2014"",""160"":""631"",""380"":"""",""260"":""1780"",""140"":""408"",""360"":"""",""240"":""1547"",""120"":""191"",""340"":"""",""220"":""1315"",""100"":"""",""320"":""2488"",""200"":""1085"",""300"":""2250"",""400"":"""",""80"":""""}",NL,6.23,3000.0,3500.0,13704900
159,166,Zugersee,7001813,269056097.0,2500.0,3000.0,11000.0,950.0,,,,,,2500.0,3000.0,10939500
160,167,Eiltank 233,5501980,211496490.0,3500.0,4000.0,10900.0,1145.0,,,,,,3500.0,4000.0,13704900
161,168,Rufat,4603240,269057532.0,1500.0,2000.0,8000.0,926.0,,,,,,1500.0,2000.0,8174100
162,169,Bacchus,2334345,253242279.0,5000.0,5500.0,13500.0,1150.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,5000.0,5500.0,16470300
163,170,Frank Burmester,8043010,253242367.0,1500.0,2000.0,8000.0,900.0,,,,,,1500.0,2000.0,8174100
164,171,Jessica,4802100,211544850.0,2500.0,2500.0,10500.0,1100.0,,,,,,2500.0,2500.0,12322200
165,172,Hayley,4015020,244770793.0,1500.0,2000.0,8500.0,900.0,,,,,,1500.0,2000.0,8174100
166,173,Hanne W,2336172,211553180.0,1500.0,2000.0,8600.0,1050.0,,,,,,1500.0,2000.0,9556800
167,174,Fortuna,7001502,211626380.0,4000.0,4500.0,11000.0,1130.0,,,,,,4000.0,4500.0,13704900
168,175,Wotan,4808390,211480780.0,1500.0,2000.0,8500.0,950.0,,,,,,1500.0,2000.0,8174100
169,176,Lizzy,2104644,244740700.0,2000.0,2000.0,8500.0,948.0,,,,,,2000.0,2000.0,8174100
170,177,Visioen,2327270,244670040.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
171,178,Concentus II,2326166,269057234.0,3000.0,3500.0,11000.0,1140.0,,,,,,3000.0,3500.0,13704900
172,179,Novum,2329409,244670589.0,1500.0,2000.0,8500.0,964.0,,,,,,1500.0,2000.0,9556800
173,180,Ocean,2332734,244670588.0,3500.0,4500.0,12500.0,1145.0,,,,,,3500.0,4500.0,15087600
174,181,Max,4034160,244770204.0,3000.0,3500.0,10400.0,900.0,,,,,,3000.0,3500.0,9556800
175,182,Tanja Deymann I,2333403,211514430.0,2000.0,2000.0,8400.0,960.0,,,,,,2000.0,2000.0,8174100
176,183,Staatsman ,2330155,244620737.0,8500.0,10500.0,13500.0,1710.0,,,,,,8500.0,10500.0,23383800
177,184,Carolin,2330261,211439380.0,3000.0,3500.0,11000.0,1140.0,,,,,,3000.0,3500.0,13704900
178,185,Nordwind,4011880,211182530.0,1500.0,2000.0,7900.0,819.0,,,,,,1500.0,2000.0,6791400
179,186,Grete Marie,4808990,211525600.0,2000.0,2000.0,8600.0,950.0,,,,,,2000.0,2000.0,8174100
180,187,Tankpartner,4033430,211517070.0,3000.0,4000.0,11000.0,1125.0,,,,,,3000.0,4000.0,13704900
181,188,Lazio,2326621,244750081.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
182,189,Main Spessart,4801410,211535300.0,2500.0,2500.0,11000.0,1050.0,,,,,,2500.0,2500.0,12322200
183,190,Naduah,2333018,244670612.0,3000.0,3500.0,11000.0,1140.0,,,,,,3000.0,3500.0,13704900
184,191,Somtrans 9,2324274,205348990.0,3500.0,4000.0,10900.0,1145.0,,,,,,3500.0,4000.0,13704900
185,192,Eiltank 41,5501930,211496260.0,4000.0,4500.0,10900.0,1140.0,,,,,,4000.0,4500.0,13704900
186,193,Anna,4806890,211436030.0,3500.0,4000.0,9900.0,1141.0,,,,,,3500.0,4000.0,12322200
187,194,Sonja,4801450,211442810.0,3500.0,4000.0,10700.0,1104.0,,,,,,3500.0,4000.0,12322200
188,195,Viking,2309477,244690163.0,1500.0,2000.0,8500.0,950.0,,,,,,1500.0,2000.0,8174100
189,196,Sydney,2333687,244700689.0,4188.0,4524.0,11000.0,1350.0,416.0,110.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""230"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":""""}",NL,,4500.0,5000.0,15087600
190,197,Baccarat,2331644,244630720.0,3185.0,3753.0,11000.0,1145.0,377.0,133.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
191,198,Dresden,4032480,211471210.0,2000.0,3000.0,9900.0,1040.0,,,,,,2000.0,3000.0,10939500
192,199,Hermann Burmester,8043013,253242369.0,1500.0,1500.0,7900.0,892.0,,,,,,1500.0,1500.0,8174100
193,200,Nikki,2333477,244700721.0,2000.0,2000.0,8600.0,963.0,,,,,,2000.0,2000.0,9556800
194,201,Eiltank 65,2333925,211513810.0,3000.0,3500.0,11000.0,1140.0,,,,,,3000.0,3500.0,13704900
195,202,Liberty,4808710,211509630.0,2000.0,2000.0,8600.0,1000.0,,,,,,2000.0,2000.0,9556800
196,203,Nomadisch III,2333357,244700253.0,3109.0,3400.0,10990.0,1150.0,374.0,100.0,"{""190"":""939"",""290"":""2105"",""170"":""712"",""390"":"""",""270"":""1869"",""150"":""487"",""370"":""3062"",""250"":""1634"",""130"":"""",""350"":""2821"",""230"":"""",""110"":"""",""330"":""2581"",""210"":""1169"",""310"":""2342"",""90"":"""",""180"":""825"",""280"":""1986"",""160"":""599"",""380"":"""",""260"":""1751"",""140"":""377"",""360"":""2941"",""240"":""1517"",""120"":"""",""340"":""2700"",""220"":""1284"",""100"":"""",""320"":""2461"",""200"":""1054"",""300"":""2223"",""400"":"""",""80"":""""}",NL,,3500.0,3500.0,13704900
197,204,Almerode,511090,211180740.0,2000.0,2000.0,9500.0,900.0,,,,,,2000.0,2000.0,9556800
198,205,Anaconda,2332448,244650880.0,4500.0,5000.0,13500.0,1100.0,,,,,,4500.0,5000.0,15087600
199,206,Asfra,2321983,244730029.0,1000.0,1500.0,6500.0,900.0,,,,,,1000.0,1500.0,6791400
200,207,Georg Burmester,4810390,211582600.0,2000.0,2000.0,8500.0,1000.0,,,,,,2000.0,2000.0,9556800
201,208,Tom Burmester,4808570,211509480.0,2000.0,2000.0,8600.0,1000.0,,,,,,2000.0,2000.0,9556800
202,209,Christoph Burmester,4807170,211518200.0,1500.0,2000.0,8500.0,950.0,,,,,,1500.0,2000.0,8174100
203,210,Skadi,2310485,244660185.0,2500.0,3000.0,8500.0,1140.0,,,,,,2500.0,3000.0,10939500
204,211,Navio,4005120,211207780.0,1500.0,2000.0,8500.0,900.0,,,,,,1500.0,2000.0,8174100
205,212,Verano,2328969,211514040.0,2500.0,3500.0,11000.0,1100.0,,,,,,2500.0,3500.0,12322200
206,213,Mejora,2333571,244650537.0,4500.0,5000.0,13500.0,1100.0,,,,,,4500.0,5000.0,15087600
207,214,Intruder,4014030,211627300.0,1500.0,2000.0,8200.0,908.0,,,,,,1500.0,2000.0,8174100
208,215,Caritas 2,2309837,244700915.0,1000.0,1500.0,6100.0,660.0,,,,,,1000.0,1500.0,4026000
209,216,Fenne,4809130,211526690.0,3500.0,4000.0,11000.0,1145.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
210,217,Harmonie,4802090,244660236.0,2500.0,4000.0,10700.0,1000.0,,,,,,2500.0,4000.0,10939500
211,218,Gervais,7001914,269056766.0,3000.0,3500.0,11000.0,1144.0,,,,,,3000.0,3500.0,13704900
212,219,Rita,4012050,211494230.0,2000.0,2000.0,8600.0,950.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2000.0,2000.0,8174100
213,220,Till Deymann,4805920,211511740.0,2978.0,3460.0,10996.0,1145.0,375.0,160.0,"{""190"":""1049"",""290"":""2247"",""170"":""816"",""390"":"""",""270"":""2005"",""150"":"""",""370"":"""",""250"":""1764"",""130"":"""",""350"":""2978"",""230"":"""",""110"":"""",""330"":""2734"",""210"":""1286"",""310"":""2490"",""90"":"""",""180"":""932"",""280"":""2126"",""160"":""701"",""380"":"""",""260"":""1884"",""140"":"""",""360"":"""",""240"":""1644"",""120"":"""",""340"":""2856"",""220"":""1405"",""100"":"""",""320"":""2612"",""200"":""1167"",""300"":""2368"",""400"":"""",""80"":""""}",NL,6.23,3000.0,3500.0,13704900
214,221,Birjo,5107560,205371190.0,1369.0,1781.0,8000.0,900.0,277.0,120.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,1500.0,2000.0,8174100
215,222,Nicole II,2330485,211589800.0,3500.0,4000.0,11000.0,1150.0,,,,,,3500.0,4000.0,13704900
216,223,Fint,4033370,244810764.0,2500.0,3000.0,11000.0,950.0,,,,,,2500.0,3000.0,10939500
217,224,Voluntas,2323421,244660239.0,7000.0,7500.0,18000.0,1140.0,,,,,,7000.0,7500.0,20618400
218,225,Groenendaal,2332234,244700131.0,4521.0,5188.0,13500.0,1145.0,416.0,150.0,,NL,,5000.0,5500.0,16470300
219,226,Weststellingwerf,2330277,244020943.0,3500.0,4000.0,11000.0,1145.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
220,227,Procyon,2330272,244620087.0,3500.0,4000.0,11000.0,1145.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
