index,Id,Name,ENI,MMSI,capacityTon,capacityM3,lengthCm,widthCm,maxDraughtCm,minDraughtCm,tonnageCertificates,flag,avgFuelConsumptionLtrKm,categoryTon,categoryM3,categoryM2
221,228,Grevelingen,2333880,244710157.0,3508.0,4000.0,11000.0,1350.0,365.0,137.0,"{""190"":""1112"",""290"":""2464"",""170"":""848"",""390"":"""",""270"":""2189"",""150"":""588"",""370"":""3508"",""250"":""1917"",""130"":"""",""350"":""3298"",""230"":""1646"",""110"":"""",""330"":""3018"",""210"":""1378"",""310"":""2740"",""90"":"""",""180"":""979"",""280"":""2326"",""160"":""717"",""380"":"""",""260"":""2053"",""140"":""460"",""360"":""3438"",""240"":""1781"",""120"":"""",""340"":""3158"",""220"":""1512"",""100"":"""",""320"":""2879"",""200"":""1244"",""300"":""2602"",""400"":"""",""80"":""""}",NL,7.08,4000.0,4500.0,15087600
222,229,Tinaco,6003053,244870260.0,1500.0,2000.0,7900.0,825.0,,,,,,1500.0,2000.0,6791400
223,230,Charlois,2333461,244700820.0,5000.0,5500.0,13500.0,1140.0,,,,,,5000.0,5500.0,16470300
224,231,Benjamin,7001709,269057076.0,3500.0,4000.0,10500.0,1140.0,,,,,,3500.0,4000.0,12322200
225,232,Christoph,4803880,211428750.0,2000.0,2000.0,8600.0,960.0,,,,,,2000.0,2000.0,9556800
226,233,Viking Drakar,2330635,244690751.0,2000.0,2000.0,8400.0,960.0,,,,,,2000.0,2000.0,8174100
227,234,Equally,2335593,244790963.0,2500.0,3500.0,10500.0,1145.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2500.0,3500.0,12322200
228,235,Alpha 3,2330454,244620869.0,3500.0,4000.0,11000.0,1145.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
229,236,Heike Reich,4806990,211437740.0,1500.0,2000.0,8500.0,950.0,,,,,,1500.0,2000.0,8174100
230,237,Endurance,2336083,244830185.0,3290.0,3752.0,10985.0,1145.0,381.0,100.0,"{""190"":""1024"",""290"":""2199"",""170"":""794"",""390"":"""",""270"":""1961"",""150"":""568"",""370"":""3158"",""250"":""1725"",""130"":""346"",""350"":""2917"",""230"":"""",""110"":""128"",""330"":""2677"",""210"":""1256"",""310"":""2438"",""90"":"""",""180"":""909"",""280"":""2080"",""160"":""681"",""380"":""3278"",""260"":""1843"",""140"":""456"",""360"":""3037"",""240"":""1607"",""120"":""236"",""340"":""2797"",""220"":""1373"",""100"":""21"",""320"":""2557"",""200"":""1140"",""300"":""2318"",""400"":"""",""80"":""""}",NL,6.23,3500.0,4000.0,13704900
231,238,Vici,2332462,244650545.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
232,239,Chardonnay,2331927,244690993.0,2000.0,2000.0,8600.0,950.0,,,,,,2000.0,2000.0,8174100
233,240,Soprano,2327609,211557540.0,3000.0,3500.0,10900.0,1134.0,,,,,,3000.0,3500.0,13704900
234,241,Reggestroom,2320419,244630015.0,2000.0,3000.0,9000.0,1140.0,,,,,,2000.0,3000.0,10939500
235,242,Rhoen III,6003626,211511970.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
236,243,Haringvliet,2334123,244730020.0,4500.0,5000.0,11000.0,1350.0,,,,,,4500.0,5000.0,15087600
237,244,Somtrans 7,2335789,253242210.0,3000.0,3500.0,10900.0,1054.0,,,,,,3000.0,3500.0,12322200
238,245,Bernissestroom,2318245,244020449.0,3169.0,4337.0,10990.0,1140.0,369.0,160.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4500.0,13704900
239,246,Piz Terri,6002619,269057298.0,2500.0,3500.0,11000.0,1100.0,,,,,,2500.0,3500.0,12322200
240,247,Gunter Deymann,4808080,211548450.0,1500.0,2000.0,8400.0,950.0,,,,,,1500.0,2000.0,8174100
241,248,Atlas,6002614,205206590.0,3000.0,3500.0,11000.0,1140.0,,,,,,3000.0,3500.0,13704900
242,249,Somtrans 4,6003069,205540190.0,4000.0,4500.0,10900.0,1140.0,,,,,,4000.0,4500.0,13704900
243,250,Aegir,2326631,244660184.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
244,251,Eventus,4808590,211511460.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
245,252,Noortstroom,2326315,244020589.0,3000.0,3500.0,10400.0,900.0,,,,,,3000.0,3500.0,9556800
246,253,Luise Deymann,2333354,211511770.0,2000.0,2000.0,8500.0,1000.0,,,,,,2000.0,2000.0,9556800
247,254,Concentus,2333017,269057328.0,3000.0,3500.0,11000.0,1140.0,,,,,,3000.0,3500.0,13704900
248,255,Myriam,2333752,244700326.0,4500.0,5000.0,12200.0,1350.0,,,,,,4500.0,5000.0,16470300
249,256,Lotti Burmester,4812480,244030397.0,1500.0,2000.0,8500.0,950.0,,,,,,1500.0,2000.0,8174100
250,257,Desirade,2329893,244710736.0,6034.0,6892.0,13469.0,1499.0,424.0,97.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,6500.0,7000.0,20618400
251,258,Dutch Princess,2333730,244750448.0,3240.0,3767.0,11000.0,1145.0,376.0,101.0,,NL,,3500.0,4000.0,13704900
252,259,Marie Louise,2326780,244620953.0,3500.0,4500.0,12500.0,1145.0,,,,,,3500.0,4500.0,15087600
253,260,Hortensia 2,2322133,244700763.0,1388.0,1744.0,8186.0,900.0,271.0,120.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,1500.0,2000.0,8174100
254,261,Libertas ,8023110,253242357.0,9000.0,9500.0,18000.0,1760.0,,,,,,9000.0,9500.0,31680000
255,263,Discovery,2327672,244690330.0,3492.0,4240.0,12500.0,1145.0,366.0,150.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4500.0,15087600
256,264,Regina W,5101050,211515080.0,1500.0,1500.0,7900.0,899.0,,,,,,1500.0,1500.0,8174100
257,265,Peter Jaegers,2333261,211536330.0,2000.0,2000.0,8600.0,1000.0,,,,,,2000.0,2000.0,9556800
258,266,Theodela C,6105032,205420690.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
259,267,Chicago,2332788,244670404.0,3500.0,4000.0,11000.0,1145.0,,,,,,3500.0,4000.0,13704900
260,268,Eiltank 124,4029340,211485690.0,2500.0,4000.0,10900.0,1000.0,,,,,,2500.0,4000.0,10939500
261,269,Eiltank 4,4605930,211489060.0,2000.0,2000.0,8500.0,1000.0,,,,,,2000.0,2000.0,9556800
262,270,Scaletta,2332648,244650571.0,3000.0,3500.0,11000.0,1140.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3000.0,3500.0,13704900
263,271,Eenhoorn,2325525,244650993.0,3000.0,3500.0,11000.0,1140.0,,,,,,3000.0,3500.0,13704900
264,272,Schotsman,2333484,244750986.0,5000.0,5500.0,13500.0,1145.0,,,,,,5000.0,5500.0,16470300
265,273,Cathy,2332867,244670452.0,1000.0,1500.0,6500.0,960.0,,,,,,1000.0,1500.0,6791400
266,274,Galiya,2332409,244660836.0,3500.0,4000.0,11000.0,1145.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
267,275,Gentle,2333184,244670768.0,5000.0,5500.0,11000.0,1400.0,,,,,,5000.0,5500.0,16470300
268,276,Luana,2333110,244670312.0,3214.0,3780.0,10993.0,1145.0,376.0,520.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
269,278,Perseus,2326171,205509590.0,2898.0,3800.0,10990.0,1145.0,352.0,103.0,"{""190"":""977"",""180"":""862"",""290"":""2154"",""170"":""747"",""280"":""2035"",""160"":""632"",""270"":""1916"",""150"":""519"",""260"":""1797"",""140"":""407"",""250"":""1679"",""240"":""1561"",""350"":""2874"",""340"":""2753"",""220"":""1326"",""330"":""2633"",""210"":""1210"",""320"":""2513"",""200"":""1093"",""310"":""2393"",""300"":""2273"",""229"":""1444""}",NL,,3000.0,4000.0,13704900
270,279,Somtrans 18,2328172,244660834.0,3212.0,3790.0,11000.0,1145.0,376.0,160.0,"{""190"":""1001"",""290"":""2176"",""170"":""770"",""390"":"""",""270"":""1939"",""150"":"""",""370"":""3139"",""250"":""1702"",""130"":"""",""350"":""2897"",""230"":""1476"",""110"":"""",""330"":""2655"",""210"":""1233"",""310"":""2415"",""90"":"""",""180"":""885"",""280"":""2057"",""160"":""655"",""380"":"""",""260"":""1820"",""140"":"""",""360"":""3017"",""240"":""1584"",""120"":"""",""340"":""2776"",""220"":""1350"",""100"":"""",""320"":""2535"",""200"":""1117"",""300"":""2296"",""400"":"""",""80"":""""}",NL,6.23,3500.0,4000.0,13704900
271,280,South Carolina,2332197,244650323.0,3366.0,4135.0,12500.0,1140.0,351.0,120.0,"{""190"":""1187"",""290"":""2530"",""170"":""923"",""390"":"""",""270"":""2259"",""150"":""661"",""370"":"""",""250"":""1989"",""130"":""404"",""350"":""3352"",""230"":"""",""110"":"""",""330"":""3077"",""210"":""1453"",""310"":""2803"",""90"":"""",""180"":""1055"",""280"":""2394"",""160"":""791"",""380"":"""",""260"":""2123"",""140"":""532"",""360"":"""",""240"":""1854"",""120"":""277"",""340"":""3214"",""220"":""1586"",""100"":"""",""320"":""2940"",""200"":""1320"",""300"":""2666"",""400"":"""",""80"":""""}",NL,7.08,3500.0,4500.0,15087600
272,281,Ecotanker2,2335315,244790043.0,2877.0,3000.0,11000.0,1144.0,346.0,109.0,,NL,,3000.0,3500.0,13704900
273,282,Corylophida,6105239,205503990.0,1709.0,1809.0,8587.0,958.0,320.0,145.0,"{""190"":""700"",""290"":""1467"",""170"":""550"",""390"":"""",""270"":""1312"",""150"":""402"",""370"":"""",""250"":""1158"",""130"":"""",""350"":"""",""230"":"""",""110"":"""",""330"":"""",""210"":""851"",""310"":""1623"",""90"":"""",""180"":""624"",""280"":""1390"",""160"":""475"",""380"":"""",""260"":""1235"",""140"":""329"",""360"":"""",""240"":""1081"",""120"":"""",""340"":"""",""220"":""928"",""100"":"""",""320"":"""",""200"":""775"",""300"":""1545"",""400"":"""",""80"":""""}",NL,4.11,2000.0,2000.0,9556800
274,283,Presto,6003896,205365700.0,2579.0,3231.0,8233.0,1130.0,484.0,250.0,"{""190"":"""",""290"":""2345"",""170"":"""",""390"":"""",""270"":""2172"",""150"":"""",""370"":"""",""250"":""2000"",""130"":"""",""350"":"""",""230"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":""2518"",""90"":"""",""180"":"""",""280"":""2258"",""160"":"""",""380"":"""",""260"":""2086"",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":""2432"",""400"":"""",""80"":""""}",NL,6.23,3000.0,3500.0,9556800
275,284,Compaan,2332826,244670460.0,3606.0,3655.0,11000.0,1145.0,411.0,156.0,"{""190"":""978"",""290"":""2156"",""170"":""748"",""390"":""3374"",""270"":""1919"",""150"":""519"",""370"":""3119"",""250"":""1682"",""350"":""2876"",""330"":""2635"",""210"":""1211"",""310"":""2395"",""180"":""863"",""280"":""2037"",""160"":""633"",""380"":""3240"",""260"":""1800"",""140"":""107"",""360"":""2997"",""240"":""1563"",""340"":""2755"",""220"":""1328"",""320"":""2515"",""200"":""1094"",""300"":""2275"",""400"":""3606"",""229"":""1445""}",NL,,4000.0,4000.0,13704900
276,285,Company,2334271,205513990.0,1615.0,1800.0,8590.0,960.0,321.0,105.0,"{""190"":""616"",""290"":""1382"",""170"":""468"",""390"":"""",""270"":""1227"",""150"":""321"",""370"":"""",""250"":""1072"",""130"":"""",""350"":"""",""230"":"""",""110"":"""",""330"":"""",""210"":""767"",""310"":""1538"",""90"":"""",""180"":""542"",""280"":""1304"",""160"":""394"",""380"":"""",""260"":""1149"",""140"":""249"",""360"":"""",""240"":""996"",""120"":"""",""340"":"""",""220"":""843"",""100"":"""",""320"":""1615"",""200"":""692"",""300"":""1460"",""400"":"""",""80"":""""}",NL,4.11,2000.0,2000.0,9556800
277,286,Levi,2332483,244620782.0,3204.0,3765.0,10000.0,1145.0,377.0,165.0,"{""190"":""978"",""290"":""2156"",""170"":""748"",""270"":""1918"",""150"":""519"",""370"":""3119"",""250"":""1681"",""350"":""2876"",""330"":""2635"",""210"":""1211"",""310"":""2395"",""180"":""863"",""280"":""2036"",""160"":""633"",""380"":""3204"",""260"":""1799"",""140"":""407"",""360"":""2997"",""240"":""1563"",""340"":""2755"",""220"":""1328"",""320"":""2515"",""200"":""1094"",""300"":""2275"",""229"":""1445""}",NL,,3500.0,4000.0,12322200
278,287,Spyder,6105620,205547690.0,3000.0,3500.0,11000.0,1140.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3000.0,3500.0,13704900
279,288,Compas,6004305,244110352.0,2500.0,3500.0,11000.0,1100.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2500.0,3500.0,12322200
280,289,Guatemala,6105178,205488090.0,1795.0,1800.0,8130.0,1019.0,330.0,101.0,"{""290"":""1479"",""280"":""1399"",""270"":""1320"",""260"":""1240"",""250"":""1161"",""240"":""1082"",""220"":""924"",""330"":""1798"",""210"":""845"",""320"":""1718"",""200"":""767"",""310"":""1638"",""300"":""1558"",""229"":""1003""}",NL,,2000.0,2000.0,9556800
281,290,Naima,2330164,211550390.0,1627.0,1850.0,8500.0,960.0,305.0,88.0,"{""190"":""741"",""180"":""666"",""290"":""1507"",""170"":""591"",""280"":""1429"",""160"":""517"",""270"":""1351"",""150"":""444"",""260"":""1273"",""140"":""371"",""250"":""1196"",""240"":""1119"",""220"":""967"",""210"":""891"",""200"":""816"",""300"":""1585"",""229"":""1043""}",NL,,2000.0,2000.0,8174100
282,291,Somtrans 21,2333400,244700786.0,4296.0,5159.0,13500.0,1145.0,400.0,170.0,"{""190"":""1237"",""180"":""1094"",""290"":""2677"",""170"":""951"",""280"":""2532"",""390"":""4147"",""270"":""2387"",""380"":""3999"",""260"":""2242"",""370"":""3851"",""250"":""2098"",""360"":""3703"",""240"":""1954"",""350"":""3556"",""340"":""3409"",""220"":""1666"",""330"":""3262"",""210"":""1523"",""320"":""3115"",""200"":""1380"",""310"":""2969"",""300"":""2823"",""400"":""4296"",""229"":""1810""}",NL,,4500.0,5500.0,16470300
283,292,Steffi,4809690,211551690.0,1405.0,1710.0,8495.0,950.0,320.0,130.0,"{""190"":""695"",""290"":""1405"",""170"":""548"",""390"":"""",""270"":""1293"",""150"":""403"",""370"":"""",""250"":""1142"",""130"":""260"",""350"":"""",""110"":""120"",""330"":"""",""210"":""843"",""310"":"""",""90"":"""",""180"":""621"",""280"":""1368"",""160"":""475"",""380"":"""",""260"":""1217"",""140"":""331"",""360"":"""",""240"":""1067"",""120"":""190"",""340"":"""",""220"":""918"",""100"":""52"",""320"":"""",""200"":""769"",""300"":"""",""400"":"""",""80"":"""",""229"":""992""}",NL,,1500.0,2000.0,8174100
284,293,Alpheus,2325795,244710549.0,2657.0,3500.0,11000.0,1140.0,,,,NL,,3000.0,3500.0,13704900
285,294,Tourmaline,2333290,244700498.0,4242.0,4500.0,10998.0,1358.0,444.0,180.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,4500.0,5000.0,15087600
286,295,Jessi,4008510,211673650.0,1552.0,1800.0,8474.0,964.0,300.0,135.0,"{""190"":""695"",""180"":""621"",""290"":""1406"",""170"":""548"",""280"":""1368"",""160"":""475"",""270"":""1292"",""150"":""403"",""260"":""1217"",""140"":""331"",""250"":""1142"",""130"":""260"",""240"":""1067"",""220"":""918"",""210"":""843"",""200"":""769"",""229"":""992""}",NL,,2000.0,2000.0,8174100
287,296,Christiaan,2324408,244670266.0,1500.0,2000.0,11000.0,1100.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2000.0,2000.0,12322200
288,297,Dissidentia,2320299,211747720.0,3500.0,4000.0,11000.0,1150.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3500.0,4000.0,13704900
289,298,Hollands Diep,2328985,244630100.0,3079.0,3768.0,11000.0,1145.0,365.0,166.0,"{""190"":""1001"",""180"":""885"",""290"":""2176"",""170"":""770"",""280"":""2057"",""160"":""655"",""270"":""1938"",""260"":""1820"",""370"":""3078"",""250"":""1702"",""360"":""3017"",""240"":""1584"",""350"":""2896"",""340"":""2776"",""220"":""1350"",""330"":""2655"",""210"":""1233"",""320"":""2535"",""200"":""1116"",""310"":""2415"",""300"":""2296"",""229"":""1467""}",NL,,3500.0,4000.0,13704900
290,299,Serenitas,2321586,244660240.0,4500.0,5000.0,12500.0,1200.0,,,,NL,,4500.0,5000.0,15087600
291,300,Bianca D,4808660,211513350.0,1600.0,2000.0,8600.0,1000.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,2000.0,2000.0,9556800
292,301,Aventura,2333406,244660054.0,2300.0,3500.0,11000.0,1100.0,,,,NL,,2500.0,3500.0,12322200
293,302,Dominca,2336941,244900034.0,2600.0,3500.0,11000.0,1140.0,,,,NL,,3000.0,3500.0,13704900
294,303,Ellen,2325869,244060192.0,2600.0,3500.0,11000.0,1140.0,,,,NL,,3000.0,3500.0,13704900
295,304,Maike,2337222,253242385.0,3000.0,4500.0,12500.0,1140.0,,,,NL,,3500.0,4500.0,15087600
296,305,Trimax,2332180,244630980.0,3000.0,3500.0,11000.0,1140.0,,,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,3000.0,3500.0,13704900
297,306,Compromis,2325760,244670210.0,3200.0,4500.0,13500.0,1200.0,,,,NL,,3500.0,4500.0,16470300
298,307,Eiltank 26,4806400,211429160.0,2000.0,4000.0,10000.0,1100.0,,,,NL,,2500.0,4000.0,12322200
299,308,Eiltank 70,2326791,211516810.0,2600.0,3500.0,11000.0,1200.0,,,,NL,,3000.0,3500.0,13704900
300,309,North Carolina,2332196,244650324.0,3490.0,4156.0,12500.0,1145.0,361.0,145.0,"{""190"":""1187"",""290"":""2530"",""170"":""923"",""390"":"""",""270"":""2259"",""150"":""661"",""370"":"""",""250"":""1989"",""130"":"""",""350"":""3352"",""230"":"""",""110"":"""",""330"":""3077"",""210"":""1453"",""310"":""2803"",""90"":"""",""180"":""1055"",""280"":""2394"",""160"":""791"",""380"":"""",""260"":""2123"",""140"":""532"",""360"":""3490"",""240"":""1854"",""120"":"""",""340"":""3214"",""220"":""1586"",""100"":"""",""320"":""2940"",""200"":""1320"",""300"":""2666"",""400"":"""",""80"":""""}",NL,7.08,3500.0,4500.0,15087600
301,310,Amstel,2338137,244184725.0,3033.0,3352.0,11000.0,1145.0,351.0,130.0,"{""190"":""1099"",""290"":""2294"",""170"":""864"",""390"":"""",""270"":""2053"",""150"":""631"",""370"":"""",""250"":""1813"",""130"":""401"",""350"":""3020"",""230"":""1573"",""110"":"""",""330"":""2777"",""210"":""1336"",""310"":""2535"",""90"":"""",""180"":""981"",""280"":""2173"",""160"":""747"",""380"":"""",""260"":""1933"",""140"":""515"",""360"":"""",""240"":""1693"",""120"":"""",""340"":""2899"",""220"":""1454"",""100"":"""",""320"":""2656"",""200"":""1218"",""300"":""2414"",""400"":"""",""80"":""""}",NL,6.23,3500.0,3500.0,13704900
302,311,Aladin,2335934,244700046.0,4179.0,4522.0,10999.0,1354.0,420.0,160.0,,NL,,4500.0,5000.0,15087600
303,312,Alex,2317562,244700461.0,999.0,1259.0,7180.0,819.0,250.0,92.0,,NL,,1000.0,1500.0,6791400
304,313,Marlene 2,4600630,211142690.0,1458.0,2162.0,8538.0,950.0,282.0,120.0,"{""190"":"""",""290"":"""",""170"":"""",""390"":"""",""270"":"""",""150"":"""",""370"":"""",""250"":"""",""130"":"""",""350"":"""",""110"":"""",""330"":"""",""210"":"""",""310"":"""",""90"":"""",""180"":"""",""280"":"""",""160"":"""",""380"":"""",""260"":"""",""140"":"""",""360"":"""",""240"":"""",""120"":"""",""340"":"""",""220"":"""",""100"":"""",""320"":"""",""200"":"""",""300"":"""",""400"":"""",""80"":"""",""229"":""""}",NL,,1500.0,2500.0,8174100
305,314,Almeria,6004165,205372690.0,3200.0,3800.0,11000.0,1145.0,377.0,103.0,,NL,,3500.0,4000.0,13704900
306,315,Denver,2321340,211561730.0,1343.0,1542.0,8574.0,1050.0,267.0,99.0,,NL,,1500.0,2000.0,9556800
307,316,Amphiro,2332862,244660252.0,4306.0,4516.0,10995.0,1354.0,426.0,150.0,,NL,,4500.0,5000.0,15087600
308,317,Alie-Jan,2331761,244670119.0,1765.0,1884.0,8600.0,948.0,350.0,150.0,,NL,,2000.0,2000.0,8174100
309,318,Ancona,2332866,244730961.0,3549.0,4151.0,11000.0,1145.0,405.0,102.0,,NL,,4000.0,4500.0,13704900
